noise_removal1,transformation,combination,selection,noise_removal2,transformation,core,err_min,err_mean,err_median,err_90prctile,err_max,rmse
wavelet,none,ica,y,bandpass,abs,corr,"0,792239","25,092844","12,325292","23,664655","25,092844","14,477491"
wavelet,none,ica,y,wavelet,abs,corr,"0,792239","25,092844","12,325292","23,664655","25,092844","14,477491"
smooth,abs,pca,z,none,none,corr,"2,294933","22,788854","12,331681","21,64124","22,788854","14,22981"
smooth,abs,pca,z,smooth,none,corr,"2,294933","22,788854","12,331681","21,64124","22,788854","14,22981"
smooth,abs,pca,z,bandpass,none,corr,"2,294933","22,788854","12,331681","21,64124","22,788854","14,22981"
smooth,abs,pca,z,wavelet,none,corr,"2,294933","22,788854","12,331681","21,64124","22,788854","14,22981"
wavelet,abs,ica,x,none,abs,corr,"5,18585","24,749664","12,33266","23,81502","24,749664","15,742444"
wavelet,abs,ica,x,smooth,abs,corr,"5,18585","24,749664","12,33266","23,81502","24,749664","15,742444"
wavelet,abs,ica,x,bandpass,abs,corr,"5,18585","24,749664","12,33266","23,81502","24,749664","15,742444"
wavelet,abs,ica,x,wavelet,abs,corr,"5,18585","24,749664","12,33266","23,81502","24,749664","15,742444"
smooth,none,none,xy,none,abs,corr,"5,069538","24,190953","12,333942","21,969978","24,190953","14,667022"
smooth,none,none,xy,smooth,abs,corr,"5,069538","24,190953","12,333942","21,969978","24,190953","14,667022"
smooth,none,none,xy,bandpass,abs,corr,"5,069538","24,190953","12,333942","21,969978","24,190953","14,667022"
smooth,none,none,xy,wavelet,abs,corr,"5,069538","24,190953","12,333942","21,969978","24,190953","14,667022"
smooth,abs,none,xy,none,none,corr,"5,069538","24,190953","12,333942","21,969978","24,190953","14,667022"
smooth,abs,none,xy,none,abs,corr,"5,069538","24,190953","12,333942","21,969978","24,190953","14,667022"
smooth,abs,none,xy,smooth,none,corr,"5,069538","24,190953","12,333942","21,969978","24,190953","14,667022"
smooth,abs,none,xy,smooth,abs,corr,"5,069538","24,190953","12,333942","21,969978","24,190953","14,667022"
smooth,abs,none,xy,bandpass,none,corr,"5,069538","24,190953","12,333942","21,969978","24,190953","14,667022"
smooth,abs,none,xy,bandpass,abs,corr,"5,069538","24,190953","12,333942","21,969978","24,190953","14,667022"
smooth,abs,none,xy,wavelet,none,corr,"5,069538","24,190953","12,333942","21,969978","24,190953","14,667022"
smooth,abs,none,xy,wavelet,abs,corr,"5,069538","24,190953","12,333942","21,969978","24,190953","14,667022"
wavelet,none,pca,yz,none,abs,corr,"2,852901","25,595802","12,345996","25,580463","25,595802","15,492401"
wavelet,none,pca,yz,smooth,abs,corr,"2,852901","25,595802","12,345996","25,580463","25,595802","15,492401"
wavelet,none,pca,yz,bandpass,abs,corr,"2,852901","25,595802","12,345996","25,580463","25,595802","15,492401"
wavelet,none,pca,yz,wavelet,abs,corr,"2,852901","25,595802","12,345996","25,580463","25,595802","15,492401"
none,none,ica,z,none,none,corr,"2,178361","24,24387","12,353926","22,089908","24,24387","13,985404"
none,none,ica,z,smooth,none,corr,"2,178361","24,24387","12,353926","22,089908","24,24387","13,985404"
none,none,ica,z,bandpass,none,corr,"2,178361","24,24387","12,353926","22,089908","24,24387","13,985404"
none,none,ica,z,wavelet,none,corr,"2,178361","24,24387","12,353926","22,089908","24,24387","13,985404"
none,abs,pca,z,none,none,corr,"0,93946","20,806278","12,355128","20,483953","20,806278","13,880182"
none,abs,pca,z,smooth,none,corr,"0,93946","20,806278","12,355128","20,483953","20,806278","13,880182"
none,abs,pca,z,bandpass,none,corr,"0,93946","20,806278","12,355128","20,483953","20,806278","13,880182"
none,abs,pca,z,wavelet,none,corr,"0,93946","20,806278","12,355128","20,483953","20,806278","13,880182"
smooth,none,pca,z,none,none,corr,"2,294933","23,303878","12,375353","21,795747","23,303878","14,193692"
smooth,none,pca,z,smooth,none,corr,"2,294933","23,303878","12,375353","21,795747","23,303878","14,193692"
smooth,none,pca,z,bandpass,none,corr,"2,294933","23,303878","12,375353","21,795747","23,303878","14,193692"
smooth,none,pca,z,wavelet,none,corr,"2,294933","23,303878","12,375353","21,795747","23,303878","14,193692"
smooth,none,none,xyz,none,none,corr,"4,187243","22,369223","12,378987","21,462594","22,369223","14,331114"
smooth,none,none,xyz,smooth,none,corr,"4,187243","22,369223","12,378987","21,462594","22,369223","14,331114"
smooth,none,none,xyz,bandpass,none,corr,"4,187243","22,369223","12,378987","21,462594","22,369223","14,331114"
smooth,none,none,xyz,wavelet,none,corr,"4,187243","22,369223","12,378987","21,462594","22,369223","14,331114"
wavelet,none,ica,yz,none,abs,corr,"3,0388","23,174502","12,454232","21,919541","23,174502","14,554181"
wavelet,none,ica,yz,smooth,abs,corr,"3,0388","23,174502","12,454232","21,919541","23,174502","14,554181"
wavelet,none,ica,yz,bandpass,abs,corr,"3,0388","23,174502","12,454232","21,919541","23,174502","14,554181"
wavelet,none,ica,yz,wavelet,abs,corr,"3,0388","23,174502","12,454232","21,919541","23,174502","14,554181"
smooth,none,none,xy,none,none,corr,"4,297215","23,564525","12,474515","21,78205","23,564525","14,70269"
smooth,none,none,xy,smooth,none,corr,"4,297215","23,564525","12,474515","21,78205","23,564525","14,70269"
smooth,none,none,xy,bandpass,none,corr,"4,297215","23,564525","12,474515","21,78205","23,564525","14,70269"
smooth,none,none,xy,wavelet,none,corr,"4,297215","23,564525","12,474515","21,78205","23,564525","14,70269"
wavelet,none,pca,y,none,none,corr,"0,709466","20,190278","12,478002","19,916433","20,190278","12,537334"
wavelet,none,pca,y,smooth,none,corr,"0,709466","20,190278","12,478002","19,916433","20,190278","12,537334"
wavelet,none,pca,y,bandpass,none,corr,"0,709466","20,190278","12,478002","19,916433","20,190278","12,537334"
wavelet,none,pca,y,wavelet,none,corr,"0,709466","20,190278","12,478002","19,916433","20,190278","12,537334"
wavelet,none,none,xyz,none,abs,wavelet,"0,155884","57,046497","12,479531","30,907584","57,046497","20,198327"
wavelet,none,none,xyz,smooth,abs,wavelet,"0,155884","57,046497","12,479531","30,907584","57,046497","20,198327"
wavelet,none,none,xyz,bandpass,abs,wavelet,"0,155884","57,046497","12,479531","30,907584","57,046497","20,198327"
wavelet,none,none,xyz,wavelet,abs,wavelet,"0,155884","57,046497","12,479531","30,907584","57,046497","20,198327"
wavelet,abs,none,xyz,none,none,wavelet,"0,155884","57,046497","12,479531","30,907584","57,046497","20,198327"
wavelet,abs,none,xyz,none,abs,wavelet,"0,155884","57,046497","12,479531","30,907584","57,046497","20,198327"
wavelet,abs,none,xyz,smooth,none,wavelet,"0,155884","57,046497","12,479531","30,907584","57,046497","20,198327"
wavelet,abs,none,xyz,smooth,abs,wavelet,"0,155884","57,046497","12,479531","30,907584","57,046497","20,198327"
wavelet,abs,none,xyz,bandpass,none,wavelet,"0,155884","57,046497","12,479531","30,907584","57,046497","20,198327"
wavelet,abs,none,xyz,bandpass,abs,wavelet,"0,155884","57,046497","12,479531","30,907584","57,046497","20,198327"
wavelet,abs,none,xyz,wavelet,none,wavelet,"0,155884","57,046497","12,479531","30,907584","57,046497","20,198327"
wavelet,abs,none,xyz,wavelet,abs,wavelet,"0,155884","57,046497","12,479531","30,907584","57,046497","20,198327"
smooth,abs,ica,xy,none,none,corr,"3,683114","22,985845","12,48496","21,951667","22,985845","14,348226"
smooth,abs,ica,xy,smooth,none,corr,"3,683114","22,985845","12,48496","21,951667","22,985845","14,348226"
smooth,abs,ica,xy,bandpass,none,corr,"3,683114","22,985845","12,48496","21,951667","22,985845","14,348226"
smooth,abs,ica,xy,wavelet,none,corr,"3,683114","22,985845","12,48496","21,951667","22,985845","14,348226"
wavelet,none,pca,x,none,abs,corr,"1,408489","25,829636","12,488265","23,450186","25,829636","14,947357"
wavelet,none,pca,x,smooth,abs,corr,"1,408489","25,829636","12,488265","23,450186","25,829636","14,947357"
wavelet,none,pca,x,bandpass,abs,corr,"1,408489","25,829636","12,488265","23,450186","25,829636","14,947357"
wavelet,none,pca,x,wavelet,abs,corr,"1,408489","25,829636","12,488265","23,450186","25,829636","14,947357"
wavelet,none,pca,xz,none,abs,fft,"0,9958","29,492965","12,49517","25,118664","29,492965","15,278847"
wavelet,none,pca,xz,smooth,abs,fft,"0,9958","29,492965","12,49517","25,118664","29,492965","15,278847"
wavelet,none,pca,xz,bandpass,abs,fft,"0,9958","29,492965","12,49517","25,118664","29,492965","15,278847"
wavelet,none,pca,xz,wavelet,abs,fft,"0,9958","29,492965","12,49517","25,118664","29,492965","15,278847"
wavelet,abs,pca,yz,none,abs,corr,"2,702627","23,982655","12,49898","23,772441","23,982655","14,681659"
wavelet,abs,pca,yz,smooth,abs,corr,"2,702627","23,982655","12,49898","23,772441","23,982655","14,681659"
wavelet,abs,pca,yz,bandpass,abs,corr,"2,702627","23,982655","12,49898","23,772441","23,982655","14,681659"
wavelet,abs,pca,yz,wavelet,abs,corr,"2,702627","23,982655","12,49898","23,772441","23,982655","14,681659"
wavelet,abs,ica,x,none,none,corr,"5,18585","22,115915","12,540727","21,806354","22,115915","14,879452"
wavelet,abs,ica,x,smooth,none,corr,"5,18585","22,115915","12,540727","21,806354","22,115915","14,879452"
wavelet,abs,ica,x,bandpass,none,corr,"5,18585","22,115915","12,540727","21,806354","22,115915","14,879452"
wavelet,abs,ica,x,wavelet,none,corr,"5,18585","22,115915","12,540727","21,806354","22,115915","14,879452"
smooth,none,ica,x,none,none,corr,"1,585084","22,019245","12,54509","21,650327","22,019245","14,483816"
smooth,none,ica,x,smooth,none,corr,"1,585084","22,019245","12,54509","21,650327","22,019245","14,483816"
smooth,none,ica,x,bandpass,none,corr,"1,585084","22,019245","12,54509","21,650327","22,019245","14,483816"
smooth,none,ica,x,wavelet,none,corr,"1,585084","22,019245","12,54509","21,650327","22,019245","14,483816"
wavelet,abs,ica,xyz,none,none,corr,"4,297168","23,216979","12,587816","22,511017","23,216979","14,586811"
wavelet,abs,ica,xyz,smooth,none,corr,"4,297168","23,216979","12,587816","22,511017","23,216979","14,586811"
wavelet,abs,ica,xyz,bandpass,none,corr,"4,297168","23,216979","12,587816","22,511017","23,216979","14,586811"
wavelet,abs,ica,xyz,wavelet,none,corr,"4,297168","23,216979","12,587816","22,511017","23,216979","14,586811"
wavelet,abs,pca,xyz,none,abs,corr,"3,770342","24,940689","12,592154","24,203355","24,940689","14,945962"
wavelet,abs,pca,xyz,smooth,abs,corr,"3,770342","24,940689","12,592154","24,203355","24,940689","14,945962"
wavelet,abs,pca,xyz,bandpass,abs,corr,"3,770342","24,940689","12,592154","24,203355","24,940689","14,945962"
wavelet,abs,pca,xyz,wavelet,abs,corr,"3,770342","24,940689","12,592154","24,203355","24,940689","14,945962"
wavelet,none,ica,xyz,none,none,corr,"2,692775","21,760236","12,594635","21,493257","21,760236","14,221233"
wavelet,none,ica,xyz,smooth,none,corr,"2,692775","21,760236","12,594635","21,493257","21,760236","14,221233"
wavelet,none,ica,xyz,bandpass,none,corr,"2,692775","21,760236","12,594635","21,493257","21,760236","14,221233"
wavelet,none,ica,xyz,wavelet,none,corr,"2,692775","21,760236","12,594635","21,493257","21,760236","14,221233"
wavelet,none,ica,yz,none,none,corr,"2,290591","21,719443","12,603074","20,84612","21,719443","14,081576"
wavelet,none,ica,yz,smooth,none,corr,"2,290591","21,719443","12,603074","20,84612","21,719443","14,081576"
wavelet,none,ica,yz,bandpass,none,corr,"2,290591","21,719443","12,603074","20,84612","21,719443","14,081576"
wavelet,none,ica,yz,wavelet,none,corr,"2,290591","21,719443","12,603074","20,84612","21,719443","14,081576"
smooth,none,pca,yz,none,abs,corr,"3,803048","25,116355","12,60431","23,642843","25,116355","15,282186"
smooth,none,pca,yz,smooth,abs,corr,"3,803048","25,116355","12,60431","23,642843","25,116355","15,282186"
smooth,none,pca,yz,bandpass,abs,corr,"3,803048","25,116355","12,60431","23,642843","25,116355","15,282186"
smooth,none,pca,yz,wavelet,abs,corr,"3,803048","25,116355","12,60431","23,642843","25,116355","15,282186"
none,none,pca,x,none,abs,corr,"3,859296","25,943896","12,613559","24,979417","25,943896","15,665153"
none,none,pca,x,smooth,abs,corr,"3,859296","25,943896","12,613559","24,979417","25,943896","15,665153"
none,none,pca,x,bandpass,abs,corr,"3,859296","25,943896","12,613559","24,979417","25,943896","15,665153"
none,none,pca,x,wavelet,abs,corr,"3,859296","25,943896","12,613559","24,979417","25,943896","15,665153"
smooth,none,ica,xy,none,abs,corr,"4,252403","22,505503","12,627733","22,008717","22,505503","14,331583"
smooth,none,ica,xy,smooth,abs,corr,"4,252403","22,505503","12,627733","22,008717","22,505503","14,331583"
smooth,none,ica,xy,bandpass,abs,corr,"4,252403","22,505503","12,627733","22,008717","22,505503","14,331583"
smooth,none,ica,xy,wavelet,abs,corr,"4,252403","22,505503","12,627733","22,008717","22,505503","14,331583"
smooth,none,pca,y,none,abs,corr,"3,455521","25,867685","12,668037","23,409182","25,867685","14,988181"
smooth,none,pca,y,smooth,abs,corr,"3,455521","25,867685","12,668037","23,409182","25,867685","14,988181"
smooth,none,pca,y,bandpass,abs,corr,"3,455521","25,867685","12,668037","23,409182","25,867685","14,988181"
smooth,none,pca,y,wavelet,abs,corr,"3,455521","25,867685","12,668037","23,409182","25,867685","14,988181"
wavelet,none,ica,xy,none,abs,corr,"1,216924","24,254971","12,675448","24,221828","24,254971","14,700435"
wavelet,none,ica,xy,smooth,abs,corr,"1,216924","24,254971","12,675448","24,221828","24,254971","14,700435"
wavelet,none,ica,xy,bandpass,abs,corr,"1,216924","24,254971","12,675448","24,221828","24,254971","14,700435"
wavelet,none,ica,xy,wavelet,abs,corr,"1,216924","24,254971","12,675448","24,221828","24,254971","14,700435"
wavelet,none,ica,xyz,none,abs,corr,"2,57307","23,223802","12,742281","22,885321","23,223802","14,671569"
wavelet,none,ica,xyz,smooth,abs,corr,"2,57307","23,223802","12,742281","22,885321","23,223802","14,671569"
wavelet,none,ica,xyz,bandpass,abs,corr,"2,57307","23,223802","12,742281","22,885321","23,223802","14,671569"
wavelet,none,ica,xyz,wavelet,abs,corr,"2,57307","23,223802","12,742281","22,885321","23,223802","14,671569"
none,abs,pca,xyz,none,abs,fft,"0,495835","41,493315","12,744278","37,643683","41,493315","20,359026"
none,abs,pca,xyz,smooth,abs,fft,"0,495835","41,493315","12,744278","37,643683","41,493315","20,359026"
none,abs,pca,xyz,bandpass,abs,fft,"0,495835","41,493315","12,744278","37,643683","41,493315","20,359026"
none,abs,pca,xyz,wavelet,abs,fft,"0,495835","41,493315","12,744278","37,643683","41,493315","20,359026"
wavelet,abs,ica,xz,none,abs,fft,"0,245853","47,992231","12,749423","41,517488","47,992231","22,664374"
wavelet,abs,ica,xz,smooth,abs,fft,"0,245853","47,992231","12,749423","41,517488","47,992231","22,664374"
wavelet,abs,ica,xz,bandpass,abs,fft,"0,245853","47,992231","12,749423","41,517488","47,992231","22,664374"
wavelet,abs,ica,xz,wavelet,abs,fft,"0,245853","47,992231","12,749423","41,517488","47,992231","22,664374"
wavelet,abs,ica,x,none,none,fft,"0,9958","64,491706","12,750052","42,792588","64,491706","24,498729"
wavelet,abs,ica,x,smooth,none,fft,"0,9958","64,491706","12,750052","42,792588","64,491706","24,498729"
wavelet,abs,ica,x,bandpass,none,fft,"0,9958","64,491706","12,750052","42,792588","64,491706","24,498729"
wavelet,abs,ica,x,wavelet,none,fft,"0,9958","64,491706","12,750052","42,792588","64,491706","24,498729"
wavelet,abs,pca,xz,none,abs,corr,"3,659353","26,834589","12,752064","25,023203","26,834589","15,491112"
wavelet,abs,pca,xz,smooth,abs,corr,"3,659353","26,834589","12,752064","25,023203","26,834589","15,491112"
wavelet,abs,pca,xz,bandpass,abs,corr,"3,659353","26,834589","12,752064","25,023203","26,834589","15,491112"
wavelet,abs,pca,xz,wavelet,abs,corr,"3,659353","26,834589","12,752064","25,023203","26,834589","15,491112"
none,abs,pca,x,none,abs,fft,"0,495275","47,99286","12,754042","46,243081","47,99286","26,432253"
none,abs,pca,x,smooth,abs,fft,"0,495275","47,99286","12,754042","46,243081","47,99286","26,432253"
none,abs,pca,x,bandpass,abs,fft,"0,495275","47,99286","12,754042","46,243081","47,99286","26,432253"
none,abs,pca,x,wavelet,abs,fft,"0,495275","47,99286","12,754042","46,243081","47,99286","26,432253"
wavelet,none,none,yz,none,abs,wavelet,"0,46862","54,314036","12,798174","33,756616","54,314036","20,572797"
wavelet,none,none,yz,smooth,abs,wavelet,"0,46862","54,314036","12,798174","33,756616","54,314036","20,572797"
wavelet,none,none,yz,bandpass,abs,wavelet,"0,46862","54,314036","12,798174","33,756616","54,314036","20,572797"
wavelet,none,none,yz,wavelet,abs,wavelet,"0,46862","54,314036","12,798174","33,756616","54,314036","20,572797"
wavelet,abs,none,yz,none,none,wavelet,"0,46862","54,314036","12,798174","33,756616","54,314036","20,572797"
wavelet,abs,none,yz,none,abs,wavelet,"0,46862","54,314036","12,798174","33,756616","54,314036","20,572797"
wavelet,abs,none,yz,smooth,none,wavelet,"0,46862","54,314036","12,798174","33,756616","54,314036","20,572797"
wavelet,abs,none,yz,smooth,abs,wavelet,"0,46862","54,314036","12,798174","33,756616","54,314036","20,572797"
wavelet,abs,none,yz,bandpass,none,wavelet,"0,46862","54,314036","12,798174","33,756616","54,314036","20,572797"
wavelet,abs,none,yz,bandpass,abs,wavelet,"0,46862","54,314036","12,798174","33,756616","54,314036","20,572797"
wavelet,abs,none,yz,wavelet,none,wavelet,"0,46862","54,314036","12,798174","33,756616","54,314036","20,572797"
wavelet,abs,none,yz,wavelet,abs,wavelet,"0,46862","54,314036","12,798174","33,756616","54,314036","20,572797"
smooth,abs,pca,y,none,abs,corr,"3,14207","29,942976","12,803235","24,631769","29,942976","16,212028"
smooth,abs,pca,y,smooth,abs,corr,"3,14207","29,942976","12,803235","24,631769","29,942976","16,212028"
smooth,abs,pca,y,bandpass,abs,corr,"3,14207","29,942976","12,803235","24,631769","29,942976","16,212028"
smooth,abs,pca,y,wavelet,abs,corr,"3,14207","29,942976","12,803235","24,631769","29,942976","16,212028"
wavelet,none,pca,z,none,abs,corr,"2,187342","27,418505","12,813501","25,855834","27,418505","15,814377"
wavelet,none,pca,z,smooth,abs,corr,"2,187342","27,418505","12,813501","25,855834","27,418505","15,814377"
wavelet,none,pca,z,bandpass,abs,corr,"2,187342","27,418505","12,813501","25,855834","27,418505","15,814377"
wavelet,none,pca,z,wavelet,abs,corr,"2,187342","27,418505","12,813501","25,855834","27,418505","15,814377"
wavelet,abs,ica,z,none,abs,corr,"4,346174","23,950066","12,819586","21,731293","23,950066","14,412342"
wavelet,abs,ica,z,smooth,abs,corr,"4,346174","23,950066","12,819586","21,731293","23,950066","14,412342"
wavelet,abs,ica,z,bandpass,abs,corr,"4,346174","23,950066","12,819586","21,731293","23,950066","14,412342"
wavelet,abs,ica,z,wavelet,abs,corr,"4,346174","23,950066","12,819586","21,731293","23,950066","14,412342"
smooth,none,none,yz,none,abs,corr,"5,670964","22,302738","12,823337","21,979448","22,302738","14,697256"
smooth,none,none,yz,smooth,abs,corr,"5,670964","22,302738","12,823337","21,979448","22,302738","14,697256"
smooth,none,none,yz,bandpass,abs,corr,"5,670964","22,302738","12,823337","21,979448","22,302738","14,697256"
smooth,none,none,yz,wavelet,abs,corr,"5,670964","22,302738","12,823337","21,979448","22,302738","14,697256"
smooth,abs,none,yz,none,none,corr,"5,670964","22,302738","12,823337","21,979448","22,302738","14,697256"
smooth,abs,none,yz,none,abs,corr,"5,670964","22,302738","12,823337","21,979448","22,302738","14,697256"
smooth,abs,none,yz,smooth,none,corr,"5,670964","22,302738","12,823337","21,979448","22,302738","14,697256"
smooth,abs,none,yz,smooth,abs,corr,"5,670964","22,302738","12,823337","21,979448","22,302738","14,697256"
smooth,abs,none,yz,bandpass,none,corr,"5,670964","22,302738","12,823337","21,979448","22,302738","14,697256"
smooth,abs,none,yz,bandpass,abs,corr,"5,670964","22,302738","12,823337","21,979448","22,302738","14,697256"
smooth,abs,none,yz,wavelet,none,corr,"5,670964","22,302738","12,823337","21,979448","22,302738","14,697256"
smooth,abs,none,yz,wavelet,abs,corr,"5,670964","22,302738","12,823337","21,979448","22,302738","14,697256"
wavelet,none,none,xy,none,abs,corr,"0,846936","25,392791","12,829409","21,595609","25,392791","14,621394"
wavelet,none,none,xy,smooth,abs,corr,"0,846936","25,392791","12,829409","21,595609","25,392791","14,621394"
wavelet,none,none,xy,bandpass,abs,corr,"0,846936","25,392791","12,829409","21,595609","25,392791","14,621394"
wavelet,none,none,xy,wavelet,abs,corr,"0,846936","25,392791","12,829409","21,595609","25,392791","14,621394"
wavelet,abs,none,xy,none,none,corr,"0,846936","25,392791","12,829409","21,595609","25,392791","14,621394"
wavelet,abs,none,xy,none,abs,corr,"0,846936","25,392791","12,829409","21,595609","25,392791","14,621394"
wavelet,abs,none,xy,smooth,none,corr,"0,846936","25,392791","12,829409","21,595609","25,392791","14,621394"
wavelet,abs,none,xy,smooth,abs,corr,"0,846936","25,392791","12,829409","21,595609","25,392791","14,621394"
wavelet,abs,none,xy,bandpass,none,corr,"0,846936","25,392791","12,829409","21,595609","25,392791","14,621394"
wavelet,abs,none,xy,bandpass,abs,corr,"0,846936","25,392791","12,829409","21,595609","25,392791","14,621394"
wavelet,abs,none,xy,wavelet,none,corr,"0,846936","25,392791","12,829409","21,595609","25,392791","14,621394"
wavelet,abs,none,xy,wavelet,abs,corr,"0,846936","25,392791","12,829409","21,595609","25,392791","14,621394"
none,abs,ica,y,none,abs,corr,"4,676116","24,430422","12,842531","24,134651","24,430422","15,098564"
none,abs,ica,y,smooth,abs,corr,"4,676116","24,430422","12,842531","24,134651","24,430422","15,098564"
none,abs,ica,y,bandpass,abs,corr,"4,676116","24,430422","12,842531","24,134651","24,430422","15,098564"
none,abs,ica,y,wavelet,abs,corr,"4,676116","24,430422","12,842531","24,134651","24,430422","15,098564"
wavelet,none,none,y,none,none,corr,"0,516929","22,916948","12,870988","21,747614","22,916948","14,441759"
wavelet,none,none,y,smooth,none,corr,"0,516929","22,916948","12,870988","21,747614","22,916948","14,441759"
wavelet,none,none,y,bandpass,none,corr,"0,516929","22,916948","12,870988","21,747614","22,916948","14,441759"
wavelet,none,none,y,wavelet,none,corr,"0,516929","22,916948","12,870988","21,747614","22,916948","14,441759"
wavelet,none,pca,xyz,none,none,wavelet,"1,606021","37,958984","12,876151","24,873052","37,958984","15,730293"
wavelet,none,pca,xyz,smooth,none,wavelet,"1,606021","37,958984","12,876151","24,873052","37,958984","15,730293"
wavelet,none,pca,xyz,bandpass,none,wavelet,"1,606021","37,958984","12,876151","24,873052","37,958984","15,730293"
wavelet,none,pca,xyz,wavelet,none,wavelet,"1,606021","37,958984","12,876151","24,873052","37,958984","15,730293"
wavelet,none,none,xz,none,abs,wavelet,"2,173493","56,041762","12,889118","34,968368","56,041762","20,994594"
wavelet,none,none,xz,smooth,abs,wavelet,"2,173493","56,041762","12,889118","34,968368","56,041762","20,994594"
wavelet,none,none,xz,bandpass,abs,wavelet,"2,173493","56,041762","12,889118","34,968368","56,041762","20,994594"
wavelet,none,none,xz,wavelet,abs,wavelet,"2,173493","56,041762","12,889118","34,968368","56,041762","20,994594"
wavelet,abs,none,xz,none,none,wavelet,"2,173493","56,041762","12,889118","34,968368","56,041762","20,994594"
wavelet,abs,none,xz,none,abs,wavelet,"2,173493","56,041762","12,889118","34,968368","56,041762","20,994594"
wavelet,abs,none,xz,smooth,none,wavelet,"2,173493","56,041762","12,889118","34,968368","56,041762","20,994594"
wavelet,abs,none,xz,smooth,abs,wavelet,"2,173493","56,041762","12,889118","34,968368","56,041762","20,994594"
wavelet,abs,none,xz,bandpass,none,wavelet,"2,173493","56,041762","12,889118","34,968368","56,041762","20,994594"
wavelet,abs,none,xz,bandpass,abs,wavelet,"2,173493","56,041762","12,889118","34,968368","56,041762","20,994594"
wavelet,abs,none,xz,wavelet,none,wavelet,"2,173493","56,041762","12,889118","34,968368","56,041762","20,994594"
wavelet,abs,none,xz,wavelet,abs,wavelet,"2,173493","56,041762","12,889118","34,968368","56,041762","20,994594"
bandpass,abs,pca,yz,none,abs,wavelet,"0,280123","63,489915","12,940739","41,692516","63,489915","23,488293"
bandpass,abs,pca,yz,smooth,abs,wavelet,"0,280123","63,489915","12,940739","41,692516","63,489915","23,488293"
bandpass,abs,pca,yz,bandpass,abs,wavelet,"0,280123","63,489915","12,940739","41,692516","63,489915","23,488293"
bandpass,abs,pca,yz,wavelet,abs,wavelet,"0,280123","63,489915","12,940739","41,692516","63,489915","23,488293"
wavelet,abs,ica,yz,none,none,corr,"3,064329","23,988627","12,94663","23,344984","23,988627","14,511628"
wavelet,abs,ica,yz,smooth,none,corr,"3,064329","23,988627","12,94663","23,344984","23,988627","14,511628"
wavelet,abs,ica,yz,bandpass,none,corr,"3,064329","23,988627","12,94663","23,344984","23,988627","14,511628"
wavelet,abs,ica,yz,wavelet,none,corr,"3,064329","23,988627","12,94663","23,344984","23,988627","14,511628"
wavelet,none,ica,xz,none,abs,corr,"3,463485","22,584099","12,950775","22,377727","22,584099","14,830986"
wavelet,none,ica,xz,smooth,abs,corr,"3,463485","22,584099","12,950775","22,377727","22,584099","14,830986"
wavelet,none,ica,xz,bandpass,abs,corr,"3,463485","22,584099","12,950775","22,377727","22,584099","14,830986"
wavelet,none,ica,xz,wavelet,abs,corr,"3,463485","22,584099","12,950775","22,377727","22,584099","14,830986"
wavelet,abs,pca,x,none,none,wavelet,"1,694599","55,232275","12,953625","51,291327","55,232275","27,235884"
wavelet,abs,pca,x,smooth,none,wavelet,"1,694599","55,232275","12,953625","51,291327","55,232275","27,235884"
wavelet,abs,pca,x,bandpass,none,wavelet,"1,694599","55,232275","12,953625","51,291327","55,232275","27,235884"
wavelet,abs,pca,x,wavelet,none,wavelet,"1,694599","55,232275","12,953625","51,291327","55,232275","27,235884"
none,none,none,x,none,abs,corr,"3,115931","24,281107","12,982057","22,262208","24,281107","14,410547"
none,none,none,x,smooth,abs,corr,"3,115931","24,281107","12,982057","22,262208","24,281107","14,410547"
none,none,none,x,bandpass,abs,corr,"3,115931","24,281107","12,982057","22,262208","24,281107","14,410547"
none,none,none,x,wavelet,abs,corr,"3,115931","24,281107","12,982057","22,262208","24,281107","14,410547"
none,abs,none,x,none,none,corr,"3,115931","24,281107","12,982057","22,262208","24,281107","14,410547"
none,abs,none,x,none,abs,corr,"3,115931","24,281107","12,982057","22,262208","24,281107","14,410547"
none,abs,none,x,smooth,none,corr,"3,115931","24,281107","12,982057","22,262208","24,281107","14,410547"
none,abs,none,x,smooth,abs,corr,"3,115931","24,281107","12,982057","22,262208","24,281107","14,410547"
none,abs,none,x,bandpass,none,corr,"3,115931","24,281107","12,982057","22,262208","24,281107","14,410547"
none,abs,none,x,bandpass,abs,corr,"3,115931","24,281107","12,982057","22,262208","24,281107","14,410547"
none,abs,none,x,wavelet,none,corr,"3,115931","24,281107","12,982057","22,262208","24,281107","14,410547"
none,abs,none,x,wavelet,abs,corr,"3,115931","24,281107","12,982057","22,262208","24,281107","14,410547"
wavelet,abs,pca,xz,none,abs,fft,"0,9958","29,492965","12,995065","29,143921","29,492965","17,425409"
wavelet,abs,pca,xz,smooth,abs,fft,"0,9958","29,492965","12,995065","29,143921","29,492965","17,425409"
wavelet,abs,pca,xz,bandpass,abs,fft,"0,9958","29,492965","12,995065","29,143921","29,492965","17,425409"
wavelet,abs,pca,xz,wavelet,abs,fft,"0,9958","29,492965","12,995065","29,143921","29,492965","17,425409"
smooth,none,pca,yz,none,abs,fft,"0,245853","35,493595","12,999055","34,442934","35,493595","19,70073"
smooth,none,pca,yz,smooth,abs,fft,"0,245853","35,493595","12,999055","34,442934","35,493595","19,70073"
