noise_removal1,transformation,combination,selection,noise_removal2,transformation,core,err_min,err_mean,err_median,err_90prctile,err_max,rmse
smooth,abs,ica,xz,bandpass,none,fft,"0,99496","56,491916","21,868779","54,742283","56,491916","35,056589"
smooth,abs,ica,xz,wavelet,none,fft,"0,99496","56,491916","21,868779","54,742283","56,491916","35,056589"
smooth,abs,pca,xz,none,none,fft,"1,744908","60,241653","21,868884","56,392168","60,241653","35,492373"
smooth,abs,pca,xz,smooth,none,fft,"1,744908","60,241653","21,868884","56,392168","60,241653","35,492373"
smooth,abs,pca,xz,bandpass,none,fft,"1,744908","60,241653","21,868884","56,392168","60,241653","35,492373"
smooth,abs,pca,xz,wavelet,none,fft,"1,744908","60,241653","21,868884","56,392168","60,241653","35,492373"
wavelet,abs,ica,yz,none,none,fft,"0,9958","54,492546","21,99307","47,842472","54,492546","29,716431"
wavelet,abs,ica,yz,smooth,none,fft,"0,9958","54,492546","21,99307","47,842472","54,492546","29,716431"
wavelet,abs,ica,yz,bandpass,none,fft,"0,9958","54,492546","21,99307","47,842472","54,492546","29,716431"
wavelet,abs,ica,yz,wavelet,none,fft,"0,9958","54,492546","21,99307","47,842472","54,492546","29,716431"
smooth,abs,ica,yz,none,abs,fft,"5,744698","62,491706","22,243753","61,441632","62,491706","35,641154"
smooth,abs,ica,yz,smooth,abs,fft,"5,744698","62,491706","22,243753","61,441632","62,491706","35,641154"
smooth,abs,ica,yz,bandpass,abs,fft,"5,744698","62,491706","22,243753","61,441632","62,491706","35,641154"
smooth,abs,ica,yz,wavelet,abs,fft,"5,744698","62,491706","22,243753","61,441632","62,491706","35,641154"
smooth,abs,ica,xz,none,abs,fft,"0,99496","56,491916","22,243753","54,742283","56,491916","33,75981"
smooth,abs,ica,xz,smooth,abs,fft,"0,99496","56,491916","22,243753","54,742283","56,491916","33,75981"
smooth,abs,ica,xz,bandpass,abs,fft,"0,99496","56,491916","22,243753","54,742283","56,491916","33,75981"
smooth,abs,ica,xz,wavelet,abs,fft,"0,99496","56,491916","22,243753","54,742283","56,491916","33,75981"
wavelet,abs,pca,yz,none,none,fft,"1,254042","37,493595","22,49937","33,643963","37,493595","23,086182"
wavelet,abs,pca,yz,smooth,none,fft,"1,254042","37,493595","22,49937","33,643963","37,493595","23,086182"
wavelet,abs,pca,yz,bandpass,none,fft,"1,254042","37,493595","22,49937","33,643963","37,493595","23,086182"
wavelet,abs,pca,yz,wavelet,none,fft,"1,254042","37,493595","22,49937","33,643963","37,493595","23,086182"
bandpass,none,pca,y,none,abs,wavelet,"0,248659","65,647032","23,277843","46,369249","65,647032","30,692186"
bandpass,none,pca,y,smooth,abs,wavelet,"0,248659","65,647032","23,277843","46,369249","65,647032","30,692186"
bandpass,none,pca,y,bandpass,abs,wavelet,"0,248659","65,647032","23,277843","46,369249","65,647032","30,692186"
bandpass,none,pca,y,wavelet,abs,wavelet,"0,248659","65,647032","23,277843","46,369249","65,647032","30,692186"
smooth,none,ica,yz,none,none,fft,"0,99496","62,491706","23,493385","56,54222","62,491706","34,439268"
smooth,none,ica,yz,smooth,none,fft,"0,99496","62,491706","23,493385","56,54222","62,491706","34,439268"
smooth,none,ica,yz,bandpass,none,fft,"0,99496","62,491706","23,493385","56,54222","62,491706","34,439268"
smooth,none,ica,yz,wavelet,none,fft,"0,99496","62,491706","23,493385","56,54222","62,491706","34,439268"
none,abs,pca,x,none,none,fft,"1,495485","62,991811","23,4937","59,491811","62,991811","33,624698"
none,abs,pca,x,smooth,none,fft,"1,495485","62,991811","23,4937","59,491811","62,991811","33,624698"
none,abs,pca,x,bandpass,none,fft,"1,495485","62,991811","23,4937","59,491811","62,991811","33,624698"
none,abs,pca,x,wavelet,none,fft,"1,495485","62,991811","23,4937","59,491811","62,991811","33,624698"
bandpass,abs,pca,y,none,none,wavelet,"1,578608","57,751352","23,608188","41,957947","57,751352","27,674154"
bandpass,abs,pca,y,smooth,none,wavelet,"1,578608","57,751352","23,608188","41,957947","57,751352","27,674154"
bandpass,abs,pca,y,bandpass,none,wavelet,"1,578608","57,751352","23,608188","41,957947","57,751352","27,674154"
bandpass,abs,pca,y,wavelet,none,wavelet,"1,578608","57,751352","23,608188","41,957947","57,751352","27,674154"
wavelet,none,none,xz,none,none,fft,"2,504095","61,491916","23,867939","56,067393","61,491916","32,901158"
wavelet,none,none,xz,smooth,none,fft,"2,504095","61,491916","23,867939","56,067393","61,491916","32,901158"
wavelet,none,none,xz,bandpass,none,fft,"2,504095","61,491916","23,867939","56,067393","61,491916","32,901158"
wavelet,none,none,xz,wavelet,none,fft,"2,504095","61,491916","23,867939","56,067393","61,491916","32,901158"
none,none,ica,yz,none,abs,fft,"0,99496","60,241653","23,868989","51,31669","60,241653","32,169761"
none,none,ica,yz,smooth,abs,fft,"0,99496","60,241653","23,868989","51,31669","60,241653","32,169761"
none,none,ica,yz,bandpass,abs,fft,"0,99496","60,241653","23,868989","51,31669","60,241653","32,169761"
none,none,ica,yz,wavelet,abs,fft,"0,99496","60,241653","23,868989","51,31669","60,241653","32,169761"
none,none,pca,z,none,none,fft,"0,505775","59,491706","23,993385","55,992294","59,491706","33,831633"
none,none,pca,z,smooth,none,fft,"0,505775","59,491706","23,993385","55,992294","59,491706","33,831633"
none,none,pca,z,bandpass,none,fft,"0,505775","59,491706","23,993385","55,992294","59,491706","33,831633"
none,none,pca,z,wavelet,none,fft,"0,505775","59,491706","23,993385","55,992294","59,491706","33,831633"
smooth,abs,ica,yz,none,none,fft,"5,99454","62,491706","24,118622","61,441632","62,491706","37,369374"
smooth,abs,ica,yz,smooth,none,fft,"5,99454","62,491706","24,118622","61,441632","62,491706","37,369374"
smooth,abs,ica,yz,bandpass,none,fft,"5,99454","62,491706","24,118622","61,441632","62,491706","37,369374"
smooth,abs,ica,yz,wavelet,none,fft,"5,99454","62,491706","24,118622","61,441632","62,491706","37,369374"
bandpass,none,ica,x,none,abs,wavelet,"1,68619","65,650094","24,186984","50,157557","65,650094","31,132259"
bandpass,none,ica,x,smooth,abs,wavelet,"1,68619","65,650094","24,186984","50,157557","65,650094","31,132259"
bandpass,none,ica,x,bandpass,abs,wavelet,"1,68619","65,650094","24,186984","50,157557","65,650094","31,132259"
bandpass,none,ica,x,wavelet,abs,wavelet,"1,68619","65,650094","24,186984","50,157557","65,650094","31,132259"
wavelet,none,ica,xyz,none,abs,fft,"5,503885","51,492266","24,492895","36,793637","51,492266","25,53512"
wavelet,none,ica,xyz,smooth,abs,fft,"5,503885","51,492266","24,492895","36,793637","51,492266","25,53512"
wavelet,none,ica,xyz,bandpass,abs,fft,"5,503885","51,492266","24,492895","36,793637","51,492266","25,53512"
wavelet,none,ica,xyz,wavelet,abs,fft,"5,503885","51,492266","24,492895","36,793637","51,492266","25,53512"
none,none,ica,xyz,none,abs,fft,"0,99496","52,992651","24,493945","45,992944","52,992651","29,898936"
none,none,ica,xyz,smooth,abs,fft,"0,99496","52,992651","24,493945","45,992944","52,992651","29,898936"
none,none,ica,xyz,bandpass,abs,fft,"0,99496","52,992651","24,493945","45,992944","52,992651","29,898936"
none,none,ica,xyz,wavelet,abs,fft,"0,99496","52,992651","24,493945","45,992944","52,992651","29,898936"
smooth,abs,ica,xyz,none,none,fft,"0,99489","57,991811","24,743158","56,592056","57,991811","35,200915"
smooth,abs,ica,xyz,smooth,none,fft,"0,99489","57,991811","24,743158","56,592056","57,991811","35,200915"
smooth,abs,ica,xyz,bandpass,none,fft,"0,99489","57,991811","24,743158","56,592056","57,991811","35,200915"
smooth,abs,ica,xyz,wavelet,none,fft,"0,99489","57,991811","24,743158","56,592056","57,991811","35,200915"
bandpass,none,pca,z,none,none,fft,"0,504935","64,491706","24,743228","55,392441","64,491706","33,508305"
bandpass,none,pca,z,smooth,none,fft,"0,504935","64,491706","24,743228","55,392441","64,491706","33,508305"
bandpass,none,pca,z,bandpass,none,fft,"0,504935","64,491706","24,743228","55,392441","64,491706","33,508305"
bandpass,none,pca,z,wavelet,none,fft,"0,504935","64,491706","24,743228","55,392441","64,491706","33,508305"
wavelet,none,none,y,none,abs,fft,"5,494645","58,992231","24,743648","57,59179","58,992231","33,553651"
wavelet,none,none,y,smooth,abs,fft,"5,494645","58,992231","24,743648","57,59179","58,992231","33,553651"
wavelet,none,none,y,bandpass,abs,fft,"5,494645","58,992231","24,743648","57,59179","58,992231","33,553651"
wavelet,none,none,y,wavelet,abs,fft,"5,494645","58,992231","24,743648","57,59179","58,992231","33,553651"
wavelet,abs,none,y,none,none,fft,"5,494645","58,992231","24,743648","57,59179","58,992231","33,553651"
wavelet,abs,none,y,none,abs,fft,"5,494645","58,992231","24,743648","57,59179","58,992231","33,553651"
wavelet,abs,none,y,smooth,none,fft,"5,494645","58,992231","24,743648","57,59179","58,992231","33,553651"
wavelet,abs,none,y,smooth,abs,fft,"5,494645","58,992231","24,743648","57,59179","58,992231","33,553651"
wavelet,abs,none,y,bandpass,none,fft,"5,494645","58,992231","24,743648","57,59179","58,992231","33,553651"
wavelet,abs,none,y,bandpass,abs,fft,"5,494645","58,992231","24,743648","57,59179","58,992231","33,553651"
wavelet,abs,none,y,wavelet,none,fft,"5,494645","58,992231","24,743648","57,59179","58,992231","33,553651"
wavelet,abs,none,y,wavelet,abs,fft,"5,494645","58,992231","24,743648","57,59179","58,992231","33,553651"
smooth,none,pca,yz,none,none,fft,"3,495485","52,992651","24,868569","51,592651","52,992651","32,13813"
smooth,none,pca,yz,smooth,none,fft,"3,495485","52,992651","24,868569","51,592651","52,992651","32,13813"
smooth,none,pca,yz,bandpass,none,fft,"3,495485","52,992651","24,868569","51,592651","52,992651","32,13813"
smooth,none,pca,yz,wavelet,none,fft,"3,495485","52,992651","24,868569","51,592651","52,992651","32,13813"
none,abs,ica,x,none,none,fft,"0,9958","46,99307","24,9937","44,543144","46,99307","26,776943"
none,abs,ica,x,smooth,none,fft,"0,9958","46,99307","24,9937","44,543144","46,99307","26,776943"
none,abs,ica,x,bandpass,none,fft,"0,9958","46,99307","24,9937","44,543144","46,99307","26,776943"
none,abs,ica,x,wavelet,none,fft,"0,9958","46,99307","24,9937","44,543144","46,99307","26,776943"
bandpass,abs,ica,xz,none,none,wavelet,"4,266889","65,609957","25,134053","46,806155","65,609957","30,870063"
bandpass,abs,ica,xz,smooth,none,wavelet,"4,266889","65,609957","25,134053","46,806155","65,609957","30,870063"
bandpass,abs,ica,xz,bandpass,none,wavelet,"4,266889","65,609957","25,134053","46,806155","65,609957","30,870063"
bandpass,abs,ica,xz,wavelet,none,wavelet,"4,266889","65,609957","25,134053","46,806155","65,609957","30,870063"
smooth,none,ica,yz,none,abs,fft,"0,99496","62,491706","25,243648","56,54222","62,491706","33,344341"
smooth,none,ica,yz,smooth,abs,fft,"0,99496","62,491706","25,243648","56,54222","62,491706","33,344341"
smooth,none,ica,yz,bandpass,abs,fft,"0,99496","62,491706","25,243648","56,54222","62,491706","33,344341"
smooth,none,ica,yz,wavelet,abs,fft,"0,99496","62,491706","25,243648","56,54222","62,491706","33,344341"
smooth,none,ica,xyz,none,none,fft,"8,494435","56,492406","25,243718","56,142234","56,492406","34,474868"
smooth,none,ica,xyz,smooth,none,fft,"8,494435","56,492406","25,243718","56,142234","56,492406","34,474868"
smooth,none,ica,xyz,bandpass,none,fft,"8,494435","56,492406","25,243718","56,142234","56,492406","34,474868"
smooth,none,ica,xyz,wavelet,none,fft,"8,494435","56,492406","25,243718","56,142234","56,492406","34,474868"
bandpass,none,pca,xyz,none,none,fft,"9,99461","51,992721","25,493595","50,592721","51,992721","31,913861"
bandpass,none,pca,xyz,smooth,none,fft,"9,99461","51,992721","25,493595","50,592721","51,992721","31,913861"
bandpass,none,pca,xyz,bandpass,none,fft,"9,99461","51,992721","25,493595","50,592721","51,992721","31,913861"
bandpass,none,pca,xyz,wavelet,none,fft,"9,99461","51,992721","25,493595","50,592721","51,992721","31,913861"
smooth,none,none,x,none,abs,fft,"0,99496","60,991601","25,493805","56,091748","60,991601","33,871839"
smooth,none,none,x,smooth,abs,fft,"0,99496","60,991601","25,493805","56,091748","60,991601","33,871839"
smooth,none,none,x,bandpass,abs,fft,"0,99496","60,991601","25,493805","56,091748","60,991601","33,871839"
smooth,none,none,x,wavelet,abs,fft,"0,99496","60,991601","25,493805","56,091748","60,991601","33,871839"
smooth,abs,none,x,none,none,fft,"0,99496","60,991601","25,493805","56,091748","60,991601","33,871839"
smooth,abs,none,x,none,abs,fft,"0,99496","60,991601","25,493805","56,091748","60,991601","33,871839"
smooth,abs,none,x,smooth,none,fft,"0,99496","60,991601","25,493805","56,091748","60,991601","33,871839"
smooth,abs,none,x,smooth,abs,fft,"0,99496","60,991601","25,493805","56,091748","60,991601","33,871839"
smooth,abs,none,x,bandpass,none,fft,"0,99496","60,991601","25,493805","56,091748","60,991601","33,871839"
smooth,abs,none,x,bandpass,abs,fft,"0,99496","60,991601","25,493805","56,091748","60,991601","33,871839"
smooth,abs,none,x,wavelet,none,fft,"0,99496","60,991601","25,493805","56,091748","60,991601","33,871839"
smooth,abs,none,x,wavelet,abs,fft,"0,99496","60,991601","25,493805","56,091748","60,991601","33,871839"
bandpass,none,none,y,none,none,fft,"0,99496","51,492756","25,742808","49,392021","51,492756","31,046977"
bandpass,none,none,y,smooth,none,fft,"0,99496","51,492756","25,742808","49,392021","51,492756","31,046977"
bandpass,none,none,y,bandpass,none,fft,"0,99496","51,492756","25,742808","49,392021","51,492756","31,046977"
bandpass,none,none,y,wavelet,none,fft,"0,99496","51,492756","25,742808","49,392021","51,492756","31,046977"
bandpass,none,none,z,none,none,fft,"3,9958","60,991601","25,742808","55,392336","60,991601","33,301948"
bandpass,none,none,z,smooth,none,fft,"3,9958","60,991601","25,742808","55,392336","60,991601","33,301948"
bandpass,none,none,z,bandpass,none,fft,"3,9958","60,991601","25,742808","55,392336","60,991601","33,301948"
bandpass,none,none,z,wavelet,none,fft,"3,9958","60,991601","25,742808","55,392336","60,991601","33,301948"
bandpass,none,none,yz,none,none,fft,"1,99559","52,742178","25,742808","52,392546","52,742178","31,82818"
bandpass,none,none,yz,smooth,none,fft,"1,99559","52,742178","25,742808","52,392546","52,742178","31,82818"
bandpass,none,none,yz,bandpass,none,fft,"1,99559","52,742178","25,742808","52,392546","52,742178","31,82818"
bandpass,none,none,yz,wavelet,none,fft,"1,99559","52,742178","25,742808","52,392546","52,742178","31,82818"
none,none,ica,x,none,none,fft,"0,99496","63,991601","25,743858","55,242409","63,991601","33,16085"
none,none,ica,x,smooth,none,fft,"0,99496","63,991601","25,743858","55,242409","63,991601","33,16085"
none,none,ica,x,bandpass,none,fft,"0,99496","63,991601","25,743858","55,242409","63,991601","33,16085"
none,none,ica,x,wavelet,none,fft,"0,99496","63,991601","25,743858","55,242409","63,991601","33,16085"
bandpass,abs,ica,xz,none,abs,wavelet,"5,203161","65,613064","25,830381","52,256964","65,613064","32,475869"
bandpass,abs,ica,xz,smooth,abs,wavelet,"5,203161","65,613064","25,830381","52,256964","65,613064","32,475869"
bandpass,abs,ica,xz,bandpass,abs,wavelet,"5,203161","65,613064","25,830381","52,256964","65,613064","32,475869"
bandpass,abs,ica,xz,wavelet,abs,wavelet,"5,203161","65,613064","25,830381","52,256964","65,613064","32,475869"
smooth,none,pca,xyz,none,none,fft,"0,00504","54,992371","25,99293","53,592567","54,992371","34,098144"
smooth,none,pca,xyz,smooth,none,fft,"0,00504","54,992371","25,99293","53,592567","54,992371","34,098144"
smooth,none,pca,xyz,bandpass,none,fft,"0,00504","54,992371","25,99293","53,592567","54,992371","34,098144"
smooth,none,pca,xyz,wavelet,none,fft,"0,00504","54,992371","25,99293","53,592567","54,992371","34,098144"
smooth,none,none,xy,none,none,fft,"0,99496","51,492756","25,993805","47,117866","51,492756","30,80348"
smooth,none,none,xy,smooth,none,fft,"0,99496","51,492756","25,993805","47,117866","51,492756","30,80348"
smooth,none,none,xy,bandpass,none,fft,"0,99496","51,492756","25,993805","47,117866","51,492756","30,80348"
smooth,none,none,xy,wavelet,none,fft,"0,99496","51,492756","25,993805","47,117866","51,492756","30,80348"
bandpass,none,none,y,none,abs,wavelet,"9,458845","65,619287","26,025376","57,755269","65,619287","37,221507"
bandpass,none,none,y,smooth,abs,wavelet,"9,458845","65,619287","26,025376","57,755269","65,619287","37,221507"
bandpass,none,none,y,bandpass,abs,wavelet,"9,458845","65,619287","26,025376","57,755269","65,619287","37,221507"
bandpass,none,none,y,wavelet,abs,wavelet,"9,458845","65,619287","26,025376","57,755269","65,619287","37,221507"
bandpass,abs,none,y,none,none,wavelet,"9,458845","65,619287","26,025376","57,755269","65,619287","37,221507"
bandpass,abs,none,y,none,abs,wavelet,"9,458845","65,619287","26,025376","57,755269","65,619287","37,221507"
bandpass,abs,none,y,smooth,none,wavelet,"9,458845","65,619287","26,025376","57,755269","65,619287","37,221507"
bandpass,abs,none,y,smooth,abs,wavelet,"9,458845","65,619287","26,025376","57,755269","65,619287","37,221507"
bandpass,abs,none,y,bandpass,none,wavelet,"9,458845","65,619287","26,025376","57,755269","65,619287","37,221507"
bandpass,abs,none,y,bandpass,abs,wavelet,"9,458845","65,619287","26,025376","57,755269","65,619287","37,221507"
bandpass,abs,none,y,wavelet,none,wavelet,"9,458845","65,619287","26,025376","57,755269","65,619287","37,221507"
bandpass,abs,none,y,wavelet,abs,wavelet,"9,458845","65,619287","26,025376","57,755269","65,619287","37,221507"
smooth,none,ica,xz,none,abs,fft,"0,505775","58,992231","26,243438","55,492378","58,992231","35,84828"
smooth,none,ica,xz,smooth,abs,fft,"0,505775","58,992231","26,243438","55,492378","58,992231","35,84828"
smooth,none,ica,xz,bandpass,abs,fft,"0,505775","58,992231","26,243438","55,492378","58,992231","35,84828"
smooth,none,ica,xz,wavelet,abs,fft,"0,505775","58,992231","26,243438","55,492378","58,992231","35,84828"
wavelet,abs,pca,z,none,none,fft,"0,9958","58,992231","26,248583","49,192378","58,992231","29,331415"
wavelet,abs,pca,z,smooth,none,fft,"0,9958","58,992231","26,248583","49,192378","58,992231","29,331415"
wavelet,abs,pca,z,bandpass,none,fft,"0,9958","58,992231","26,248583","49,192378","58,992231","29,331415"
wavelet,abs,pca,z,wavelet,none,fft,"0,9958","58,992231","26,248583","49,192378","58,992231","29,331415"
none,none,pca,xz,none,none,fft,"1,504305","60,241653","26,368569","55,692315","60,241653","34,416575"
